14539['138000', 'QD', '22.08.2020', '   6.5200']
14546['138000', 'QD', '29.08.2020', '   7.9500']
14553['138000', 'QD', '05.09.2020', '   5.4700']
14560['138000', 'QD', '12.09.2020', '   4.8900']
14567['138000', 'QD', '19.09.2020', '   4.4500']
14574['138000', 'QD', '26.09.2020', '  11.2000']
14581['138000', 'QD', '03.10.2020', '   4.6200']
14588['138000', 'QD', '10.10.2020', '   5.3300']
14595['138000', 'QD', '17.10.2020', '  15.6000']
14602['138000', 'QD', '24.10.2020', '   6.0500']
14609['138000', 'QD', '31.10.2020', '  17.1000']
14616['138000', 'QD', '07.11.2020', '   7.5900']
14623['138000', 'QD', '14.11.2020', '   6.4800']
14630['138000', 'QD', '21.11.2020', '   6.6200']
14637['138000', 'QD', '28.11.2020', '   5.2200']
14644['138000', 'QD', '05.12.2020', '   4.6400']
14651['138000', 'QD', '12.12.2020', '   4.6700']
14658['138000', 'QD', '19.12.2020', '   4.4900']
14665['138000', 'QD', '26.12.2020', '   9.0000']
14672['138000', 'QD', '02.01.2021', '   4.7400']
14679['138000', 'QD', '09.01.2021', '   4.6800']
14686['138000', 'QD', '16.01.2021', '   4.4000']
14693['138000', 'QD', '23.01.2021', '   4.3600']
14700['138000', 'QD', '30.01.2021', '  28.2000']
14707['138000', 'QD', '06.02.2021', '  20.3000']
14714['138000', 'QD', '13.02.2021', '   9.8200']
14721['138000', 'QD', '20.02.2021', '   9.1600']
14728['138000', 'QD', '27.02.2021', '  11.4000']
14735['138000', 'QD', '06.03.2021', '   8.9900']
14742['138000', 'QD', '13.03.2021', '  10.9000']
14749['138000', 'QD', '20.03.2021', '   7.8200']
14756['138000', 'QD', '27.03.2021', '  10.6000']
14763['138000', 'QD', '03.04.2021', '  14.5000']
14770['138000', 'QD', '10.04.2021', '   9.0500']
14777['138000', 'QD', '17.04.2021', '   7.8100']
14784['138000', 'QD', '24.04.2021', '  11.5000']
14791['138000', 'QD', '01.05.2021', '  13.5000']
14798['138000', 'QD', '08.05.2021', '  16.6000']
14805['138000', 'QD', '15.05.2021', '  22.6000']
14812['138000', 'QD', '22.05.2021', '  19.3000']
14819['138000', 'QD', '29.05.2021', '  12.6000']
14826['138000', 'QD', '05.06.2021', '  10.7000']
14833['138000', 'QD', '12.06.2021', '  10.2000']
14840['138000', 'QD', '19.06.2021', '   7.1800']
14847['138000', 'QD', '26.06.2021', '  17.7000']
14854['138000', 'QD', '03.07.2021', '  23.2000']
14861['138000', 'QD', '10.07.2021', '  17.3000']
14868['138000', 'QD', '17.07.2021', '  15.4000']
14875['138000', 'QD', '24.07.2021', '  15.2000']
14882['138000', 'QD', '31.07.2021', '  12.3000']
14889['138000', 'QD', '07.08.2021', '  11.8000']
14896['138000', 'QD', '14.08.2021', '   8.4500']
14903['138000', 'QD', '21.08.2021', '   7.7700']
14910['138000', 'QD', '28.08.2021', '  14.4000']
14917['138000', 'QD', '04.09.2021', '   6.9500']
14924['138000', 'QD', '11.09.2021', '   7.3300']
14931['138000', 'QD', '18.09.2021', '   6.1600']
14938['138000', 'QD', '25.09.2021', '   5.4700']
14945['138000', 'QD', '02.10.2021', '   5.1600']
14952['138000', 'QD', '09.10.2021', '   5.4800']
14959['138000', 'QD', '16.10.2021', '   5.4200']
14966['138000', 'QD', '23.10.2021', '   4.7400']
14973['138000', 'QD', '30.10.2021', '   4.2800']
14980['138000', 'QD', '06.11.2021', '   5.9100']
14987['138000', 'QD', '13.11.2021', '   4.3100']
14994['138000', 'QD', '20.11.2021', '   4.1800']
15001['138000', 'QD', '27.11.2021', '   4.0300']
15008['138000', 'QD', '04.12.2021', '   4.6800']
15015['138000', 'QD', '11.12.2021', '   4.0900']
15022['138000', 'QD', '18.12.2021', '   4.7000']
15029['138000', 'QD', '25.12.2021', '  11.3000']
